Year,Date Of Incident,Route,Operator,Group Name,Bus Garage,Borough,Injury Result Description,Incident Event Type,Victim Category,Victims Sex,Victims Age
2016,01-09-16,161,Metrobus,Go-Ahead,Orpington (Metrobus),Greenwich,Injuries treated on scene,Personal Injury,Passenger,Female,Elderly
2016,01-09-16,161,Metrobus,Go-Ahead,Orpington (Metrobus),Greenwich,Injuries treated on scene,Personal Injury,Passenger,Female,Elderly
2016,01-09-16,164,London General,Go-Ahead,Merton,Merton,Injuries treated on scene,Personal Injury,Passenger,Female,Adult
2016,01-09-16,164,London General,Go-Ahead,Merton,Merton,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Elderly
2016,01-09-16,165,East London,Stagecoach,Rainham (East London Buses),Havering,Injuries treated on scene,Collision Incident,Passenger,Female,Unknown
2016,01-09-16,165,East London,Stagecoach,Rainham (East London Buses),Havering,Injuries treated on scene,Collision Incident,Passenger,Female,Unknown
2016,01-09-16,167,Blue Triangle Buses,Go-Ahead,River Road,Redbridge,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Male,Child
2016,01-09-16,168,Metroline,Metroline,Cricklewood,Camden,Injuries treated on scene,Personal Injury,Passenger,Female,Adult
2016,01-09-16,168,Metroline,Metroline,Cricklewood,Westminster,Injuries treated on scene,Personal Injury,Passenger,Female,Child
2016,01-09-16,171,London Central,Go-Ahead,New Cross,Lambeth,Reported Minor Injury - Treated at Hospital,Collision Incident,3rd Party driver / Occupant,Male,Adult
2016,01-09-16,171,London Central,Go-Ahead,New Cross,Lewisham,Injuries treated on scene,Personal Injury,Passenger,Male,Adult
2016,01-09-16,172,Abellio London,Abellio,Walworth,Lewisham,Injuries treated on scene,Collision Incident,Motorcyclist ,Male,Adult
2016,01-09-16,172,Abellio London,Abellio,Walworth,None London Borough,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Male,Adult
2016,01-09-16,172,Abellio London,Abellio,Walworth,Southwark,Injuries treated on scene,Personal Injury,Pedestrian,Male,Adult
2016,01-09-16,172,Abellio London,Abellio,Walworth,Southwark,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Child
2016,01-09-16,172,Abellio London,Abellio,Walworth,Southwark,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Motorcyclist ,Male,Unknown
2016,01-09-16,174,East London,Stagecoach,Rainham (East London Buses),Havering,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown
2016,01-09-16,174,East London,Stagecoach,Rainham (East London Buses),Havering,Injuries treated on scene,Personal Injury,Passenger,Male,Unknown
2016,01-09-16,174,East London,Stagecoach,Rainham (East London Buses),Havering,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Elderly
2016,01-09-16,174,East London,Stagecoach,Rainham (East London Buses),Havering,Reported Minor Injury - Treated at Hospital,Activity Incident Event,Passenger,Male,Adult
2016,01-09-16,174,East London,Stagecoach,Rainham (East London Buses),None London Borough,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2016,01-09-16,176,Arriva London South,Arriva London,Norwood,Not specified,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Adult
2016,01-09-16,177,Selkent,Stagecoach,Plumstead,Greenwich,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2016,01-09-16,177,Selkent,Stagecoach,Plumstead,Greenwich,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Female,Unknown
2016,01-09-16,178,Selkent,Stagecoach,Catford,Lewisham,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Elderly
2016,01-09-16,179,East London,Stagecoach,Leyton,Redbridge,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown
2016,01-09-16,180,London General,Go-Ahead,Belvedere,Greenwich,Injuries treated on scene,Collision Incident,3rd Party driver / Occupant,Male,Unknown
2016,01-09-16,180,London General,Go-Ahead,Belvedere,Greenwich,Injuries treated on scene,Collision Incident,3rd Party driver / Occupant,Male,Unknown
2016,01-09-16,180,London General,Go-Ahead,Belvedere,Greenwich,Injuries treated on scene,Collision Incident,3rd Party driver / Occupant,Male,Unknown
2016,01-09-16,180,London General,Go-Ahead,Belvedere,Lewisham,Reported Minor Injury - Treated at Hospital,Collision Incident,Bus Driver,Male,Adult
2016,01-09-16,181,Metrobus,Go-Ahead,Orpington (Metrobus),Lewisham,Injuries treated on scene,Personal Injury,Passenger,Female,Adult
2016,01-09-16,181,Metrobus,Go-Ahead,Orpington (Metrobus),Lewisham,Injuries treated on scene,Personal Injury,Passenger,Female,Adult
2016,01-09-16,181,Metrobus,Go-Ahead,Orpington (Metrobus),Lewisham,Injuries treated on scene,Personal Injury,Passenger,Female,Adult
2016,01-09-16,182,Metroline,Metroline,Harrow Weald,Harrow,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,01-09-16,183,London Sovereign,London United,Harrow,Barnet,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,01-09-16,183,London Sovereign,London United,Harrow,Harrow,Reported Minor Injury - Treated at Hospital,Collision Incident,Passenger,Female,Adult
2016,01-09-16,183,London Sovereign,London United,Harrow,Harrow,Reported Minor Injury - Treated at Hospital,Collision Incident,Passenger,Female,Unknown
2016,01-09-16,183,London Sovereign,London United,Harrow,Harrow,Reported Minor Injury - Treated at Hospital,Collision Incident,Passenger,Female,Unknown
2016,01-09-16,183,London Sovereign,London United,Harrow,Harrow,Reported Minor Injury - Treated at Hospital,Collision Incident,Passenger,Male,Adult
2016,01-09-16,183,London Sovereign,London United,Harrow,Harrow,Reported Minor Injury - Treated at Hospital,Collision Incident,Passenger,Male,Adult
2016,01-09-16,184,Arriva London North,Arriva London,Wood Green,Haringey,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown
2016,01-09-16,185,London Central,Go-Ahead,Camberwell,Lewisham,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,01-09-16,185,London Central,Go-Ahead,Camberwell,Lewisham,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,01-09-16,185,London Central,Go-Ahead,Camberwell,Lewisham,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Child
2016,01-09-16,185,London Central,Go-Ahead,Camberwell,Lewisham,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Child
2016,01-09-16,185,London Central,Go-Ahead,Camberwell,Lewisham,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Elderly
2016,01-09-16,185,London Central,Go-Ahead,Camberwell,Lewisham,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Male,Child
2016,01-09-16,186,Metroline,Metroline,Edgware (Metroline),Barnet,Reported Minor Injury - Treated at Hospital,Collision Incident,Bus Driver,Male,Adult
2016,01-09-16,187,Metroline West,Metroline,Willesden Junction,Brent,Injuries treated on scene,Personal Injury,Passenger,Female,Adult
2016,01-09-16,189,Metroline,Metroline,Cricklewood,Barnet,Injuries treated on scene,Assault,Passenger,Male,Adult
2016,01-09-16,189,Metroline,Metroline,Cricklewood,Barnet,Reported Minor Injury - Treated at Hospital,Collision Incident,Passenger,Female,Adult
2016,01-09-16,189,Metroline,Metroline,Cricklewood,Barnet,Reported Minor Injury - Treated at Hospital,Collision Incident,Passenger,Female,Child
2016,01-09-16,189,Metroline,Metroline,Cricklewood,Barnet,Reported Minor Injury - Treated at Hospital,Collision Incident,Passenger,Female,Child
2016,01-09-16,189,Metroline,Metroline,Cricklewood,Barnet,Reported Minor Injury - Treated at Hospital,Collision Incident,Passenger,Female,Child
2016,01-09-16,189,Metroline,Metroline,Cricklewood,Westminster,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Adult
2016,01-09-16,189,Metroline,Metroline,Cricklewood,Westminster,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Adult
2016,01-09-16,191,London General,Go-Ahead,Northumberland Park,Enfield,Injuries treated on scene,Personal Injury,Passenger,Female,Adult
2016,01-09-16,192,London General,Go-Ahead,Northumberland Park,Enfield,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown
2016,01-09-16,195,Metroline West,Metroline,Greenford (Metroline),Ealing,Injuries treated on scene,Personal Injury,Passenger,Female,Adult
2016,01-09-16,195,Metroline West,Metroline,Greenford (Metroline),Hillingdon,Injuries treated on scene,Personal Injury,Bus Driver,Male,Adult
2016,01-09-16,195,Metroline West,Metroline,Greenford (Metroline),Hillingdon,Injuries treated on scene,Personal Injury,Passenger,Unknown,Child
2016,01-09-16,196,London General,Go-Ahead,Stockwell,Croydon,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Bus Driver,Female,Adult
2016,01-09-16,196,London General,Go-Ahead,Stockwell,Croydon,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Bus Driver,Female,Adult
2016,01-09-16,196,London General,Go-Ahead,Stockwell,Southwark,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,01-09-16,197,Arriva London South,Arriva London,Croydon (Arriva),Bromley,Injuries treated on scene,Collision Incident,Bus Driver,Male,Adult
2016,01-09-16,197,Arriva London South,Arriva London,Croydon (Arriva),Croydon,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Elderly
2016,01-09-16,197,Arriva London South,Arriva London,Croydon (Arriva),Lewisham,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Child
2016,01-09-16,197,Arriva London South,Arriva London,Croydon (Arriva),Not specified,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Elderly
2016,01-09-16,197,Arriva London South,Arriva London,Croydon (Arriva),Not specified,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Adult
2016,01-09-16,198,Arriva London South,Arriva London,Thornton Heath,Not specified,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Elderly
2016,01-09-16,199,Selkent,Stagecoach,Catford,Lewisham,Injuries treated on scene,Collision Incident,Pedestrian,Female,Unknown
2016,01-09-16,199,Selkent,Stagecoach,Catford,Lewisham,Injuries treated on scene,Personal Injury,Bus Driver,Female,Adult
2016,01-09-16,199,Selkent,Stagecoach,Catford,Lewisham,Injuries treated on scene,Personal Injury,Pedestrian,Male,Unknown
2016,01-09-16,199,Selkent,Stagecoach,Catford,Lewisham,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2016,01-09-16,200,London General,Go-Ahead,Merton,Merton,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,01-09-16,201,Abellio London,Abellio,Beddington (Abellio London),Merton,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Unknown,Child
2016,01-09-16,204,Metroline,Metroline,Edgware (Metroline),Brent,Injuries treated on scene,Collision Incident,Passenger,Female,Child
2016,01-09-16,204,Metroline,Metroline,Edgware (Metroline),Brent,Injuries treated on scene,Personal Injury,Passenger,Female,Youth
2016,01-09-16,204,Metroline,Metroline,Edgware (Metroline),Brent,Injuries treated on scene,Personal Injury,Passenger,Female,Youth
2016,01-09-16,204,Metroline,Metroline,Edgware (Metroline),Brent,Injuries treated on scene,Personal Injury,Passenger,Female,Youth
2016,01-09-16,204,Metroline,Metroline,Edgware (Metroline),Brent,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2016,01-09-16,205,East London,Stagecoach,Bow,Greenwich,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2016,01-09-16,205,East London,Stagecoach,Bow,Tower Hamlets,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown
2016,01-09-16,205,East London,Stagecoach,Bow,Tower Hamlets,Injuries treated on scene,Slip Trip Fall,Passenger,Unknown,Unknown
2016,01-09-16,206,Metroline West,Metroline,Willesden Junction,Brent,Injuries treated on scene,Personal Injury,Passenger,Male,Adult
2016,01-09-16,207,Metroline West,Metroline,Hayes (Metroline),Ealing,Injuries treated on scene,Personal Injury,Passenger,Male,Child
2016,01-09-16,207,Metroline West,Metroline,Hayes (Metroline),Ealing,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Elderly
2016,01-09-16,207,Metroline West,Metroline,Hayes (Metroline),Hammersmith & Fulham,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Child
2016,01-09-16,208,Selkent,Stagecoach,Bromley,Bromley,Injuries treated on scene,Personal Injury,Passenger,Male,Unknown
2016,01-09-16,208,Selkent,Stagecoach,Bromley,Bromley,Injuries treated on scene,Personal Injury,Passenger,Unknown,Unknown
2016,01-09-16,208,Selkent,Stagecoach,Bromley,Bromley,Reported Minor Injury - Treated at Hospital,Collision Incident,Passenger,Unknown,Unknown
2016,01-09-16,208,Selkent,Stagecoach,Bromley,Lewisham,Injuries treated on scene,Collision Incident,Pedestrian,Male,Elderly
2016,01-09-16,208,Selkent,Stagecoach,Bromley,Lewisham,Reported Minor Injury - Treated at Hospital,Collision Incident,Pedestrian,Female,Unknown
2016,01-09-16,210,Metroline,Metroline,Cricklewood,Islington,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Child
2016,01-09-16,211,Abellio London,Abellio,Battersea (Abellio London),Kensington & Chelsea,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Youth
2016,01-09-16,213,London General,Go-Ahead,Sutton,Sutton,Injuries treated on scene,Collision Incident,Passenger,Male,Adult
2016,01-09-16,213,London General,Go-Ahead,Sutton,Sutton,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,01-09-16,214,Metroline,Metroline,King'S Cross,Camden,Injuries treated on scene,Collision Incident,Cyclist ,Female,Adult
2016,01-09-16,214,Metroline,Metroline,King'S Cross,Camden,Injuries treated on scene,Collision Incident,Cyclist ,Female,Adult
2016,01-09-16,216,London United,London United,Fulwell (London United),None London Borough,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,01-09-16,217,Metroline,Metroline,Potters Bar,None London Borough,Injuries treated on scene,Slip Trip Fall,Passenger,Unknown,Child
2016,01-09-16,217,Metroline,Metroline,Potters Bar,None London Borough,Injuries treated on scene,Slip Trip Fall,Passenger,Unknown,Child
2016,01-09-16,220,London United,London United,Park Royal,Hammersmith & Fulham,Injuries treated on scene,Collision Incident,Passenger,Female,Adult
2016,01-09-16,220,London United,London United,Park Royal,Hammersmith & Fulham,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,01-09-16,220,London United,London United,Park Royal,Hammersmith & Fulham,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Child
2016,01-09-16,220,London United,London United,Park Royal,Hammersmith & Fulham,Reported Minor Injury - Treated at Hospital,Collision Incident,Passenger,Female,Adult
2016,01-09-16,221,Arriva London North,Arriva London,Wood Green,Barnet,Injuries treated on scene,Fire,Bus Driver,Male,Adult
2016,01-09-16,221,Arriva London North,Arriva London,Wood Green,Barnet,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2016,01-09-16,221,Arriva London North,Arriva London,Wood Green,Barnet,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Child
2016,01-09-16,221,Arriva London North,Arriva London,Wood Green,Not specified,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Child
2016,01-09-16,224,Metroline West,Metroline,Alperton,Brent,Taken to Hospital – Reported Serious Injury or Severity Unknown,Personal Injury,Passenger,Female,Elderly
2016,01-09-16,225,London Central,Go-Ahead,New Cross,Southwark,Injuries treated on scene,Personal Injury,Passenger,Male,Adult
2016,01-09-16,226,Metroline West,Metroline,Willesden Junction,Brent,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Female,Elderly
2016,01-09-16,227,Selkent,Stagecoach,Bromley,Bromley,Injuries treated on scene,Collision Incident,Bus Driver,Male,Adult
2016,01-09-16,228,Metroline West,Metroline,Willesden Junction,Westminster,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,01-09-16,229,TGM GROUP,TGM,Dartford,Bexley,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Unknown
2016,01-09-16,230,Arriva London North,Arriva London,Tottenham,Waltham Forest,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2016,01-09-16,237,Metroline,Metroline,Brentford,Hounslow,Injuries treated on scene,Personal Injury,Passenger,Female,Adult
2016,01-09-16,237,Metroline,Metroline,Brentford,Hounslow,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,01-09-16,238,East London,Stagecoach,West Ham,Newham,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown
2016,01-09-16,241,East London,Stagecoach,West Ham,Newham,Injuries treated on scene,Collision Incident,Bus Driver,Male,Adult
2016,01-09-16,241,East London,Stagecoach,West Ham,Newham,Injuries treated on scene,Collision Incident,Bus Driver,Male,Adult
2016,01-09-16,242,Arriva London North,Arriva London,Clapton,Hackney,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Adult
2016,01-09-16,242,Arriva London North,Arriva London,Clapton,Not specified,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Adult
2016,01-09-16,243,Arriva London North,Arriva London,Tottenham,Hackney,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2016,01-09-16,243,Arriva London North,Arriva London,Tottenham,Hackney,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2016,01-09-16,243,Arriva London North,Arriva London,Tottenham,Not specified,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Elderly
2016,01-09-16,243,Arriva London North,Arriva London,Tottenham,Not specified,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Male,Child
2016,01-09-16,245,Metroline,Metroline,Perivale,Barnet,Injuries treated on scene,Personal Injury,Passenger,Female,Child
2016,01-09-16,245,Metroline,Metroline,Perivale,Brent,Injuries treated on scene,Collision Incident,Passenger,Female,Youth
2016,01-09-16,245,Metroline,Metroline,Perivale,Brent,Reported Minor Injury - Treated at Hospital,Collision Incident,Cyclist ,Male,Adult
2016,01-09-16,248,East London,Stagecoach,Rainham (East London Buses),Havering,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2016,01-09-16,248,East London,Stagecoach,Rainham (East London Buses),Havering,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Unknown
2016,01-09-16,249,London General,Go-Ahead,Stockwell,Lambeth,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown
2016,01-09-16,249,London General,Go-Ahead,Stockwell,Lambeth,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,01-09-16,249,London General,Go-Ahead,Stockwell,Wandsworth,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Adult
2016,01-09-16,250,Arriva London South,Arriva London,Thornton Heath,Croydon,Injuries treated on scene,Collision Incident,Passenger,Female,Unknown
2016,01-09-16,250,Arriva London South,Arriva London,Thornton Heath,Croydon,Injuries treated on scene,Collision Incident,Passenger,Female,Unknown
2016,01-09-16,250,Arriva London South,Arriva London,Thornton Heath,Croydon,Injuries treated on scene,Collision Incident,Passenger,Male,Unknown
2016,01-09-16,250,Arriva London South,Arriva London,Thornton Heath,Lambeth,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Child
2016,01-09-16,250,Arriva London South,Arriva London,Thornton Heath,Not specified,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Unknown
2016,01-09-16,251,London Sovereign,London United,Edgware (Sovereign),Barnet,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Elderly
2016,01-09-16,251,London Sovereign,London United,Harrow,Barnet,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,01-09-16,253,Arriva London North,Arriva London,Stamford Hill,Islington,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Passenger,Unknown,Unknown
2016,01-09-16,253,Arriva London North,Arriva London,Stamford Hill,Islington,Taken to Hospital – Reported Serious Injury or Severity Unknown,Collision Incident,Pedestrian,Male,Adult
2016,01-09-16,253,Arriva London North,Arriva London,Stamford Hill,Not specified,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,01-09-16,253,Arriva London North,Arriva London,Stamford Hill,Not specified,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,01-09-16,253,Arriva London North,Arriva London,Stamford Hill,Not specified,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Adult
2016,01-09-16,253,Arriva London North,Arriva London,Stamford Hill,Not specified,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Adult
2016,01-09-16,255,Arriva London South,Arriva London,Thornton Heath,Lambeth,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Elderly
2016,01-09-16,258,Arriva The Shires,Arriva The Shires,Watford,None London Borough,Injuries treated on scene,Collision Incident,Passenger,Female,Unknown
2016,01-09-16,260,Metroline,Metroline,Willesden,Brent,Injuries treated on scene,Activity Incident Event,Pedestrian,Male,Adult
2016,01-09-16,260,Metroline,Metroline,Willesden,Brent,Injuries treated on scene,Personal Injury,Pedestrian,Male,Adult
2016,01-09-16,261,Selkent,Stagecoach,Bromley,Bromley,Injuries treated on scene,Personal Injury,Passenger,Male,Unknown
2016,01-09-16,262,East London,Stagecoach,West Ham,Newham,Injuries treated on scene,Personal Injury,Passenger,Male,Unknown
2016,01-09-16,262,East London,Stagecoach,West Ham,Newham,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Unknown
2016,01-09-16,264,Arriva London South,Arriva London,Croydon (Arriva),Merton,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,01-09-16,264,Arriva London South,Arriva London,Croydon (Arriva),Not specified,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Male,Elderly
2016,01-09-16,266,Tower Transit,Tower Transit,Atlas Road,Ealing,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Female,Elderly
2016,01-09-16,267,London United,London United,Fulwell (London United),Hammersmith & Fulham,Injuries treated on scene,Personal Injury,Passenger,Female,Elderly
2016,01-09-16,269,Selkent,Stagecoach,Bromley,Bexley,Injuries treated on scene,Personal Injury,Passenger,Female,Unknown
2016,01-09-16,271,Metroline,Metroline,Holloway,Islington,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Female,Elderly
2016,01-09-16,274,Metroline,Metroline,King'S Cross,Camden,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Elderly
2016,01-09-16,274,Metroline,Metroline,King'S Cross,Westminster,Injuries treated on scene,Collision Incident,Passenger,Female,Unknown
2016,01-09-16,274,Metroline,Metroline,King'S Cross,Westminster,Injuries treated on scene,Collision Incident,Passenger,Male,Unknown
2016,01-09-16,274,Metroline,Metroline,King'S Cross,Westminster,Injuries treated on scene,Personal Injury,Passenger,Unknown,Unknown
2016,01-09-16,274,Metroline,Metroline,King'S Cross,Westminster,Reported Minor Injury - Treated at Hospital,Collision Incident,Bus Driver,Female,Adult
2016,01-09-16,275,East London,Stagecoach,Leyton,Waltham Forest,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2016,01-09-16,279,Arriva London North,Arriva London,Enfield,Enfield,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,01-09-16,279,Arriva London North,Arriva London,Enfield,Enfield,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,01-09-16,279,Arriva London North,Arriva London,Enfield,Enfield,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Female,Adult
2016,01-09-16,279,Arriva London North,Arriva London,Enfield,Enfield,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Male,Adult
2016,01-09-16,281,London United,London United,Fulwell (London United),Kingston upon Thames,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,01-09-16,281,London United,London United,Fulwell (London United),Kingston upon Thames,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,01-09-16,281,London United,London United,Fulwell (London United),Kingston upon Thames,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Elderly
2016,01-09-16,281,London United,London United,Fulwell (London United),Kingston upon Thames,Injuries treated on scene,Slip Trip Fall,Passenger,Unknown,Adult
2016,01-09-16,281,London United,London United,Fulwell (London United),Richmond Upon Thames,Injuries treated on scene,Collision Incident,Pedestrian,Female,Adult
2016,01-09-16,287,East London,Stagecoach,Rainham (East London Buses),Barking & Dagenham,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2016,01-09-16,292,London Sovereign,London United,Edgware (Sovereign),Barnet,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Elderly
2016,01-09-16,292,London Sovereign,London United,Edgware (Sovereign),Barnet,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Elderly
2016,01-09-16,292,London Sovereign,London United,Edgware (Sovereign),None London Borough,Injuries treated on scene,Vandalism Hooliganism,Passenger,Female,Adult
2016,01-09-16,293,Metrobus,Go-Ahead,Croydon (Metrobus),Merton,Injuries treated on scene,Collision Incident,Bus Driver,Male,Adult
2016,01-09-16,293,Metrobus,Go-Ahead,Croydon (Metrobus),None London Borough,Reported Minor Injury - Treated at Hospital,Personal Injury,Pedestrian,Female,Elderly
2016,01-09-16,302,Metroline,Metroline,Willesden,Brent,Injuries treated on scene,Collision Incident,Bus Driver,Male,Adult
2016,01-09-16,305,Arriva The Shires,Arriva The Shires,Watford,Brent,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Unknown
2016,01-09-16,307,Metroline,Metroline,Potters Bar,Enfield,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Adult
2016,01-09-16,308,Tower Transit,Tower Transit,Lea Interchange,Hackney,Injuries treated on scene,Collision Incident,Bus Driver,Male,Adult
2016,01-09-16,314,Selkent,Stagecoach,Bromley,Bromley,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Unknown
2016,01-09-16,314,Selkent,Stagecoach,Bromley,Greenwich,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Female,Elderly
2016,01-09-16,316,Metroline,Metroline,Cricklewood,Brent,Injuries treated on scene,Personal Injury,Passenger,Female,Child
2016,01-09-16,316,Metroline,Metroline,Cricklewood,Westminster,Injuries treated on scene,Personal Injury,Passenger,Female,Adult
2016,01-09-16,317,Arriva London North,Arriva London,Enfield,Enfield,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Child
2016,01-09-16,320,Metrobus,Go-Ahead,Orpington (Metrobus),Bromley,Taken to Hospital – Reported Serious Injury or Severity Unknown,Slip Trip Fall,Passenger,Male,Child
2016,01-09-16,321,London Central,Go-Ahead,New Cross,Greenwich,Reported Minor Injury - Treated at Hospital,Slip Trip Fall,Passenger,Female,Unknown
2016,01-09-16,325,Arriva London North,Arriva London,Barking (Arriva),Newham,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Elderly
2016,01-09-16,325,Arriva London North,Arriva London,Barking (Arriva),Newham,Injuries treated on scene,Slip Trip Fall,Passenger,Male,Adult
2016,01-09-16,326,London Sovereign,London United,Edgware (Sovereign),Barnet,Injuries treated on scene,Activity Incident Event,Passenger,Female,Adult
2016,01-09-16,326,London Sovereign,London United,Edgware (Sovereign),Hillingdon,Injuries treated on scene,Slip Trip Fall,Passenger,Female,Adult
2016,01-09-16,328,Tower Transit,Tower Transit,Atlas Road,Kensington & Chelsea,Reported Minor Injury - Treated at Hospital,Personal Injury,Passenger,Male,Adult
2016,01-09-16,328,Tower Transit,Tower Transit,Atlas Road,Westminster,Injuries treated on scene,Personal Injury,Passenger,Unknown,Unknown
